Sample pair	miR-130ac/301ab/301b/301b-3p/454/721/4295/3666	miR-130ac/301ab/301b/301b-3p/454/721/4295/3666_3UTR	miR-518a-5p/527	miR-518a-5p/527_3UTR	miR-642b	miR-642b_3UTR	miR-142-5p	miR-142-5p_3UTR	miR-3148	miR-3148_3UTR	miR-93/93a/105/106a/291a-3p/294/295/302abcde/372/373/428/519a/520be/520acd-3p/1378/1420ac	miR-93/93a/105/106a/291a-3p/294/295/302abcde/372/373/428/519a/520be/520acd-3p/1378/1420ac_3UTR	miR-132/212/212-3p	miR-132/212/212-3p_3UTR	miR-205/205ab	miR-205/205ab_3UTR	miR-382	miR-382_3UTR	miR-19ab	miR-19ab_3UTR	miR-590-3p	miR-590-3p_3UTR	miR-144	miR-144_3UTR	miR-380/380-3p	miR-380/380-3p_3UTR	miR-200bc/429/548a	miR-200bc/429/548a_3UTR	miR-1953/3153	miR-1953/3153_3UTR	miR-653	miR-653_3UTR	miR-141/200a	miR-141/200a_3UTR	miR-1265	miR-1265_3UTR	miR-1244	miR-1244_3UTR	miR-561	miR-561_3UTR	miR-3936	miR-3936_3UTR	miR-129-5p/129ab-5p	miR-129-5p/129ab-5p_3UTR	miR-548abakhjiwy/548abcd-5p/559	miR-548abakhjiwy/548abcd-5p/559_3UTR	miR-519a/519bc-3p/291b-3p/1347	miR-519a/519bc-3p/291b-3p/1347_3UTR	miR-153	miR-153_3UTR	response
BH-A18J	0.576055672367	0.334266745036	0.0	0.119948692382	0.0	0.0520689530327	0.902801209371	0.379619709493	0.0	0.534112216886	0.0	0.430023864394	-0.316480237902	1.00368675466	-0.791390607114	0.321108635716	-0.212400537749	0.300541375199	0.228269772165	0.24970766922	0.421894313042	0.401188292508	-3.1668571814	0.442859164943	-9.09457143167	0.175173109611	0.317077769571	0.519789752346	0.0	0.66884548168	0.996783106946	0.199779561222	1.07213098978	0.334921437858	0.0	-0.362407683608	0.0	0.326849431179	-9.78766191243	0.208878757112	0.0	-0.0293521838258	-10.8862368673	0.402877792276	9.15979416687	0.403382704872	-9.49999911453	0.155108066899	0.0652299344709	0.32724120016	0.292209296283
BH-A18K	-0.0301079554035	0.865375291662	8.78109780739	0.550729790922	8.0881042244	0.962262460518	1.6385941101	0.70180960049	0.0	0.491047515439	-1.60312284086	0.885322977278	-1.06687515893	1.20877825198	-1.50233345318	0.985846512839	-0.28769151519	0.710742515378	0.624045799379	0.620292263627	1.35843080031	0.670491248923	-0.563596120165	0.722694631113	0.88142822817	0.659976841575	0.68120341607	0.934799508351	0.0	1.05638298699	3.8592252644	0.664565391073	1.43709761836	0.745737770002	0.0	0.000689495904883	0.0	0.455568093527	-0.504634191545	0.533087868735	0.0	0.623084118148	-2.11392354945	0.86995091285	0.593772271015	0.765448834452	-0.504695061029	0.721410395604	2.28881243867	0.933507931399	-0.862044444985
BH-A18N	0.188959635953	0.279639712195	0.0	0.317737885507	-7.90640357564	0.726876379238	2.19538551637	0.255174818539	0.0	0.884941148191	-0.286666908119	0.465739609738	0.802666775261	0.545835573164	0.829749999358	0.427112964161	0.546998272583	0.275052596233	1.11556545435	0.27300485045	0.708678188659	0.317655588652	-2.32185158022	0.261785734491	-8.59936655072	0.223169741309	0.611761013465	0.337104263608	0.0	0.459441317598	0.506498877289	0.0638348817747	1.94384067839	0.394052989476	0.0	0.30077432427	0.0	0.234936673057	0.0	0.218625330841	0.0	0.177932422544	0.000954324672927	0.304302094659	9.00572412528	0.262496372024	0.406296066956	0.379220445229	1.86168419657	0.360409820934	-0.479625792323
BH-A18L	0.335530159419	0.188190695622	0.0	-0.103235092944	0.0	0.671182530752	2.13242170727	0.202199936891	0.0	0.942106626976	-0.834072152343	0.292833911446	-0.115424103007	0.777794106527	-4.28529108877	0.0592303883987	-2.03447454562	0.0133787844443	1.20605723058	0.162571790691	1.26593207399	0.0912599162116	-0.720009026717	0.206716158419	0.418539103831	-0.300144898573	1.79279000625	0.295991634067	0.0	0.316452083392	-0.216116494394	-0.11112354393	2.2231773042	0.201074052178	0.0	0.377618846654	0.0	0.152714130598	-9.05330637271	0.0678872290301	8.37346599781	0.077402930531	-2.06604697951	0.113700686626	0.824074119012	-0.0248057133562	-10.5572928926	0.297248224015	1.41049918011	-0.0258575909424	-0.182857158686
BH-A18M	0.263733285824	0.200420676258	0.465380492229	0.0761482447691	7.57273958254	0.278775052063	1.20726806216	0.138502973069	0.0	0.576458536983	-1.02608556129	0.266747283616	-0.148686942625	0.603594233596	-0.105648867964	0.112318994916	-0.136642277531	0.00590307663585	0.365247979476	0.139620527458	0.678072980921	0.156751422638	-0.893804122826	0.260452106981	0.177833871895	0.0635243990034	0.942483640494	0.335923423255	0.0	0.344380869218	0.093967967804	0.102900517291	1.25448520517	0.183069092606	0.0	-0.229754036223	0.0	0.181354829492	-0.920453906165	0.0831219751097	0.0	0.145709393997	-1.16580539213	0.245083569901	-0.109825563308	0.120054265649	-0.00446973310879	0.157185827162	0.407423012709	0.243664765911	0.0624486123037
BH-A1FU	0.563861449009	0.093967842771	0.0	-0.159744765591	0.0	-0.0874772574624	3.4051761732	0.0884363029187	0.0	0.204713458761	2.35111083771	0.235589530748	-0.0098157601949	0.234133716539	-0.129975868526	0.0803064534847	-0.352125464305	0.200729200815	0.791834424633	0.0379292492002	1.72726060337	0.0895602839998	-0.889483007629	0.0420576861789	-2.07888696604	-0.115502992738	0.36208883535	0.118906359976	0.0	0.33381197786	1.16322654802	0.00138159449847	1.12224827438	0.0470965844896	0.0	-0.215955001574	0.0	-0.0362897364493	8.64344515316	-0.11553004616	0.0	-0.105009851413	-0.326797069953	0.0827109628026	1.85231097934	0.0614150622382	9.41653998205	0.0788213180957	1.53646757731	0.0868126303425	0.321954161462
E2-A1LS	0.86175797876	1.73957235986	0.0	1.37757278912	8.95868674332	1.94171031126	1.88326439122	1.62245103347	0.0	2.07083433388	1.14160468346	1.59260058325	-0.015740051288	1.93086781805	1.43063063434	1.59615162289	-0.688912670468	1.66587081762	2.43831923594	1.60107072177	3.41801382553	1.49491766792	-4.26906204265	1.63273438056	-8.40450813893	1.24961570622	5.15919602751	1.80607247342	0.0	1.76756164197	1.25279956155	1.31478942333	5.49672447912	1.78407348694	-7.30634346182	1.66014105195	0.0	1.61114796935	1.65261466179	1.37878106678	-7.30634346182	1.74558929797	0.168598084668	1.8438751564	1.19604992208	1.4792794887	10.7503390276	1.44484911425	6.0466654803	1.88881392111	-1.62871550429
E2-A1IG	0.0856842301832	0.700260641129	-2.20231985102	0.30062051129	7.37491110709	0.858343960852	1.73531109784	0.600815581583	0.0	0.848287316345	0.0996778207635	0.792205168724	-0.334515005386	1.22809328644	-0.962516003095	0.521412578998	0.210523137665	0.513239642037	0.124978208639	0.596554421764	1.10592153855	0.51982946256	-0.454046286658	0.73226500184	-1.28613304656	0.418604393516	0.444710484317	0.692853581109	0.0	0.908588443166	1.72830841812	0.44773301862	1.38964257124	0.608413908355	0.0	0.486330153736	0.0	0.63919346675	7.37491110709	0.407408636812	0.0	0.513076502336	-2.05941067667	0.594840553553	0.505140059438	0.64986768095	-0.998704698176	0.597136876221	4.16856223222	0.594272024417	-0.467554954127
E9-A1RB	-0.929723294862	0.660346683351	-8.05693393122	0.41405464567	0.0	1.03450849654	-1.83137074755	0.800130772148	0.0	1.01122775053	-8.28001410114	0.797306533847	0.0446281113012	0.696680003889	-0.486217788793	0.89090870181	-0.123454722625	0.556565127022	-1.86329732455	0.559483038108	-0.746676389966	0.743448162811	-6.5060034086	0.676521651464	-0.0535288889482	0.40091799491	1.91249545197	0.927066471618	0.0	0.829191050237	-1.26247968548	0.486396393265	2.57531850172	0.763121367614	0.0	-0.310304856046	0.0	0.442413526706	0.169551280968	0.466271723971	0.0	0.169458768553	0.51441084017	0.864096870693	-0.34119938332	0.659268978366	-8.05693393122	0.492841086802	-2.52497745249	0.749505985768	-0.825311479719
E9-A1RC	0.193959704767	0.538570342706	-9.50470258254	0.260073042462	-0.00418543321378	1.10419530547	-0.796906837848	0.562522636347	0.0	1.14853855077	-1.4627433274	0.678855615458	0.293993583082	1.2673330396	4.62742514834	0.418699566257	0.504596394357	0.410845202152	-0.365511757775	0.426218440049	0.436675114839	0.448126029955	-4.96435077414	0.587275149944	0.283435961186	0.169067787075	5.25833061066	0.671181746145	0.0	0.844709954675	-0.667021250714	0.205669332167	5.69906651302	0.547735239845	0.0	-0.0464919891583	0.0	0.510217468564	0.0	0.385992621576	0.0	0.234353222766	1.03186359252	0.580803688213	-0.869128099685	0.386619272669	-2.47845006609	0.567252123346	-0.0648091162468	0.53382036185	-0.628803077449
E9-A1RD	-0.647489897872	0.542893928218	0.0	0.400655456495	7.17372074365	0.883933257228	0.491163601181	0.533227161619	0.0	1.40617206928	-7.91551975002	0.669267409959	-0.209044540944	1.1742446671	-0.274172085845	0.497104546166	-0.345543706186	0.342836540691	-1.27992469204	0.472681456693	0.427842888304	0.436180238858	-4.8276595951	0.665700356255	-0.0490351320611	0.371001835689	1.66911692809	0.789635052086	0.0	0.705496057716	0.831293690744	0.312084779245	2.05706040531	0.545075501132	0.0	0.431446458498	0.0	0.633973902337	-7.91551975002	0.456111616163	7.17372074365	0.629083248395	-1.43518009447	0.434337555149	-1.58929399579	0.34180914004	-7.91551975002	0.574352072919	0.356356890612	0.624539908596	-0.223436223227
E9-A1RF	0.104028189125	1.11711046713	-0.509386212508	0.59912715864	0.0	1.77044273421	1.79219231406	0.881629892596	0.0	1.50331858342	0.684364790413	1.20006401155	0.0904523838442	1.78019644494	3.45815923944	0.81953453675	0.673640986046	0.839012980553	0.540131921759	0.795416232628	0.501400869406	0.789292704702	-3.96863233047	1.10551547428	-0.0394519225592	0.82527244964	5.12774166209	1.2119504169	0.0	1.45404015762	0.214084969828	0.90837027024	5.51565691413	1.08504161412	0.0	0.547729344603	0.0	0.955002636701	-1.01997096833	0.615491825065	0.0	1.0043526024	-0.0394446389511	1.17228117478	-2.57797320561	0.705840164516	1.61847391319	1.10532156745	0.269462991919	1.00599987265	-1.64825892239
